employee_id,customer_id,action,timestamp,is_suspicious
E133,C43848,delete,2024-03-26 12:06:00,0
E41,C69909,delete,2024-11-23 04:48:00,0
E238,C66942,view,2024-02-14 12:42:00,0
E408,C31485,edit,2024-09-30 19:39:00,0
E233,C35755,edit,2024-01-28 18:08:00,0
E273,C35651,view,2024-10-04 04:37:00,0
E144,C96046,delete,2024-07-09 11:42:00,0
E486,C95325,delete,2024-10-08 19:22:00,0
E290,C7268,delete,2024-11-13 01:54:00,0
E325,C80582,delete,2024-05-26 00:48:00,0
E404,C84579,delete,2024-10-23 01:55:00,0
E438,C44862,view,2024-07-02 20:05:00,0
E145,C58782,edit,2024-12-25 05:29:00,0
E281,C31635,login,2024-05-24 17:44:00,0
E219,C62816,view,2024-10-26 05:46:00,0
E264,C8350,view,2024-01-07 06:34:00,0
E407,C30743,delete,2024-08-13 21:48:00,0
E285,C34434,view,2024-03-02 17:12:00,0
E333,C29014,edit,2024-09-21 14:46:00,0
E227,C51972,export,2024-08-22 13:09:00,0
E104,C86975,export,2024-12-06 09:05:00,1
E107,C165,view,2024-11-11 22:51:00,0
E445,C66067,edit,2024-03-09 19:28:00,0
E212,C32691,view,2024-03-24 00:33:00,0
E164,C41917,view,2024-09-06 11:08:00,0
E260,C99329,delete,2024-04-16 06:25:00,0
E50,C42470,export,2024-06-16 11:39:00,0
E20,C74624,export,2024-09-02 20:07:00,0
E48,C98224,edit,2024-01-02 11:09:00,0
E418,C13008,permission_change,2024-04-20 15:45:00,0
E256,C56511,delete,2024-02-06 17:48:00,0
E377,C30353,export,2024-12-02 15:45:00,1
E102,C18035,edit,2024-02-19 10:02:00,0
E81,C68990,view,2024-05-08 15:57:00,0
E191,C13381,edit,2024-10-17 13:34:00,0
E372,C25548,delete,2024-09-20 07:16:00,0
E347,C1316,view,2024-08-06 15:25:00,0
E98,C60505,view,2024-10-04 09:15:00,0
E186,C70198,delete,2024-05-03 05:31:00,0
E321,C3701,view,2024-08-27 08:47:00,0
E361,C81235,delete,2024-06-02 21:10:00,1
E76,C40159,view,2024-03-13 13:02:00,0
E175,C54055,login,2024-01-11 08:11:00,0
E104,C57621,permission_change,2024-03-09 08:20:00,1
E69,C63269,delete,2024-01-13 22:54:00,0
E209,C14569,export,2024-10-01 17:17:00,0
E243,C64840,edit,2024-11-05 15:38:00,0
E240,C2777,export,2024-07-14 13:44:00,0
E158,C51676,view,2024-07-23 02:54:00,0
E280,C91885,edit,2024-05-25 17:05:00,0
E376,C91738,view,2024-05-10 12:12:00,0
E466,C38152,permission_change,2024-08-20 17:06:00,0
E5,C99300,permission_change,2024-10-17 15:00:00,0
E389,C20694,delete,2024-01-04 15:39:00,0
E167,C73813,view,2024-05-13 15:21:00,0
E272,C86784,view,2024-09-17 18:14:00,0
E257,C79177,edit,2024-06-03 08:41:00,0
E97,C76457,export,2024-12-27 01:56:00,0
E179,C48522,view,2024-01-06 21:26:00,0
E452,C48918,export,2024-07-26 05:30:00,0
E84,C44862,login,2024-07-24 10:07:00,0
E395,C33518,view,2024-08-25 11:14:00,0
E237,C13169,view,2024-04-06 00:21:00,0
E104,C95561,delete,2024-07-30 05:04:00,1
E97,C94907,view,2024-01-14 12:37:00,0
E62,C90214,delete,2024-04-16 11:05:00,0
E45,C40303,export,2024-02-21 06:30:00,0
E61,C14636,export,2024-04-19 00:53:00,0
E22,C69328,delete,2024-08-13 07:11:00,0
E248,C31824,export,2024-12-12 11:42:00,0
E302,C26126,export,2024-04-10 14:20:00,0
E81,C49087,export,2024-08-15 09:16:00,0
E381,C31411,view,2024-05-02 19:14:00,0
E334,C43560,view,2024-07-28 16:45:00,0
E48,C14343,login,2024-01-07 03:12:00,0
E482,C96874,edit,2024-05-26 19:54:00,0
E246,C54378,view,2024-08-26 02:51:00,0
E462,C99895,view,2024-05-01 02:26:00,0
E380,C35175,edit,2024-10-14 01:44:00,0
E167,C56624,view,2024-07-22 10:38:00,0
E293,C98741,delete,2024-07-14 15:37:00,0
E208,C34277,export,2024-04-13 23:28:00,0
E356,C59466,delete,2024-01-02 18:47:00,0
E395,C54047,view,2024-11-05 23:01:00,0
E325,C66924,view,2024-04-18 07:34:00,0
E282,C54069,view,2024-10-21 08:55:00,0
E228,C2058,view,2024-07-22 06:34:00,0
E153,C3107,delete,2024-09-06 13:05:00,0
E457,C56129,edit,2024-10-06 19:26:00,0
E390,C75165,view,2024-08-10 01:13:00,0
E469,C94243,export,2024-05-08 18:13:00,0
E279,C27652,delete,2024-09-14 19:52:00,0
E235,C91022,view,2024-06-18 23:31:00,0
E396,C82968,delete,2024-12-27 15:44:00,0
E377,C43209,delete,2024-04-16 18:52:00,1
E164,C22633,view,2024-06-01 20:42:00,0
E203,C13419,export,2024-11-15 08:41:00,0
E310,C94770,edit,2024-04-02 04:47:00,0
E350,C99093,delete,2024-03-14 07:21:00,0
E272,C59771,view,2024-10-30 09:03:00,0
E354,C12917,delete,2024-03-11 00:40:00,0
E21,C94323,edit,2024-09-21 10:11:00,0
E188,C27115,export,2024-05-14 21:46:00,0
E190,C81235,edit,2024-01-30 09:31:00,0
E231,C25412,export,2024-04-23 13:28:00,0
E51,C31316,delete,2024-07-21 02:57:00,0
E459,C53590,view,2024-09-07 09:22:00,0
E273,C77814,edit,2024-09-22 14:05:00,0
E95,C86495,view,2024-07-03 18:34:00,0
E392,C1086,view,2024-02-25 10:08:00,0
E33,C90378,export,2024-04-23 04:01:00,0
E346,C80761,view,2024-12-01 00:51:00,0
E112,C50742,edit,2024-10-24 10:30:00,0
E350,C67580,edit,2024-08-14 02:57:00,0
E217,C13808,delete,2024-04-17 17:36:00,0
E467,C49236,export,2024-07-11 03:55:00,0
E330,C42014,edit,2024-12-08 22:02:00,0
E139,C51331,view,2024-09-01 02:50:00,0
E170,C72268,login,2024-06-13 03:17:00,0
E332,C45608,view,2024-09-30 12:16:00,0
E124,C2391,delete,2024-07-15 01:04:00,1
E55,C47554,view,2024-09-06 10:44:00,0
E26,C46375,export,2024-08-17 22:45:00,0
E272,C15151,delete,2024-07-30 14:17:00,0
E215,C94580,view,2024-04-07 04:55:00,0
E440,C40929,delete,2024-10-12 20:19:00,0
E394,C29643,delete,2024-01-25 03:18:00,1
E94,C27545,login,2024-12-08 22:13:00,0
E460,C93405,export,2024-05-19 13:37:00,0
E244,C75826,view,2024-02-02 17:01:00,0
E78,C20250,view,2024-07-11 03:28:00,0
E428,C9067,export,2024-04-30 04:19:00,0
E237,C46382,view,2024-09-27 15:52:00,0
E425,C10005,view,2024-01-14 16:31:00,0
E495,C30650,view,2024-01-12 12:12:00,0
E47,C35547,delete,2024-03-31 18:54:00,0
E204,C12310,edit,2024-06-27 23:49:00,0
E383,C75068,view,2024-05-24 07:29:00,0
E97,C42839,view,2024-02-16 20:44:00,0
E320,C26672,edit,2024-04-23 00:54:00,0
E212,C81386,edit,2024-06-22 09:52:00,0
E66,C19021,view,2024-01-10 14:46:00,0
E116,C22600,view,2024-03-06 18:59:00,0
E144,C74911,delete,2024-01-29 20:45:00,0
E5,C55821,delete,2024-07-03 13:14:00,0
E414,C91299,edit,2024-07-14 22:20:00,0
E451,C26297,edit,2024-12-30 16:33:00,0
E204,C91738,export,2024-11-05 03:47:00,0
E266,C6996,permission_change,2024-03-04 07:44:00,0
E253,C28064,view,2024-12-01 23:23:00,0
E433,C79711,view,2024-11-26 19:25:00,0
E250,C30870,view,2024-08-22 14:59:00,0
E132,C75154,edit,2024-07-09 21:28:00,0
E29,C68055,delete,2024-02-01 03:47:00,0
E221,C210,login,2024-01-03 06:10:00,0
E483,C27554,delete,2024-01-18 07:15:00,0
E373,C99682,edit,2024-05-26 21:57:00,0
E131,C29637,export,2024-06-10 14:15:00,0
E302,C26373,delete,2024-09-05 05:00:00,0
E64,C210,edit,2024-05-24 04:30:00,0
E499,C73820,view,2024-12-30 16:28:00,0
E79,C67032,view,2024-01-30 13:31:00,0
E91,C44387,login,2024-07-29 15:53:00,0
E78,C56819,view,2024-08-27 15:33:00,0
E477,C68629,export,2024-07-31 12:21:00,0
E279,C61318,edit,2024-08-31 02:55:00,0
E68,C40577,permission_change,2024-12-10 02:13:00,1
E188,C31471,view,2024-12-13 18:07:00,0
E39,C60943,edit,2024-08-20 13:04:00,0
E232,C72804,edit,2024-12-18 20:13:00,0
E88,C56076,export,2024-04-05 22:56:00,0
E321,C19159,view,2024-06-16 21:25:00,0
E280,C90662,edit,2024-03-10 12:00:00,0
E93,C89124,login,2024-10-18 22:23:00,0
E105,C71482,delete,2024-12-07 11:33:00,0
E256,C79450,view,2024-01-04 16:21:00,0
E221,C59532,view,2024-02-08 21:15:00,0
E11,C14574,view,2024-05-05 08:14:00,0
E113,C25615,edit,2024-11-30 14:50:00,0
E489,C58371,view,2024-06-21 23:16:00,0
E339,C63192,view,2024-12-16 01:42:00,0
E353,C1662,delete,2024-05-05 22:51:00,0
E37,C49109,delete,2024-08-02 00:38:00,0
E43,C62118,view,2024-06-24 10:38:00,0
E159,C57906,view,2024-11-24 15:19:00,0
E312,C68310,edit,2024-12-27 13:55:00,0
E336,C7634,view,2024-04-27 23:42:00,0
E181,C71613,view,2024-10-16 05:34:00,0
E124,C79213,permission_change,2024-09-18 20:11:00,1
E458,C51405,view,2024-10-09 23:32:00,0
E458,C33278,permission_change,2024-08-18 19:30:00,0
E60,C98923,view,2024-04-16 06:23:00,0
E457,C34554,edit,2024-07-07 21:13:00,0
E429,C6304,permission_change,2024-11-09 10:16:00,0
E488,C19195,view,2024-01-05 17:53:00,0
E269,C18512,view,2024-10-05 00:57:00,0
E13,C60358,view,2024-04-16 15:21:00,0
E483,C13285,view,2024-08-02 10:48:00,0
E366,C92552,edit,2024-04-05 23:36:00,0
E26,C30150,delete,2024-12-27 02:42:00,0
E358,C24289,login,2024-04-18 14:24:00,0
E251,C51228,view,2024-02-03 21:20:00,0
E164,C69379,edit,2024-08-21 07:36:00,0
E149,C53376,edit,2024-12-24 19:08:00,0
E268,C66673,permission_change,2024-11-29 05:17:00,0
E44,C29624,edit,2024-12-20 04:22:00,0
E185,C12614,edit,2024-01-08 07:34:00,0
E339,C61752,export,2024-11-07 16:00:00,0
E423,C29602,login,2024-05-05 05:32:00,0
E152,C10281,edit,2024-10-12 19:16:00,0
E464,C92689,edit,2024-02-17 20:15:00,0
E423,C88976,edit,2024-08-04 15:35:00,0
E325,C40613,view,2024-07-10 01:07:00,0
E13,C45598,view,2024-10-19 22:43:00,0
E322,C60679,view,2024-10-16 07:04:00,0
E396,C96458,export,2024-08-13 03:14:00,0
E235,C24199,view,2024-08-05 13:33:00,0
E53,C23769,view,2024-05-16 12:02:00,0
E230,C52264,export,2024-10-12 19:49:00,0
E343,C87733,view,2024-08-27 22:55:00,0
E170,C17440,edit,2024-05-28 10:09:00,0
E378,C4804,edit,2024-02-29 19:25:00,0
E24,C25836,view,2024-03-02 16:50:00,0
E242,C18631,edit,2024-10-01 03:46:00,0
E465,C32780,login,2024-02-27 05:04:00,0
E61,C59785,edit,2024-09-25 05:28:00,0
E200,C93256,edit,2024-11-21 20:07:00,0
E203,C80582,delete,2024-05-27 08:16:00,0
E100,C60596,view,2024-02-18 02:52:00,0
E309,C43712,view,2024-07-20 13:29:00,0
E324,C19257,login,2024-06-04 06:25:00,0
E50,C71237,view,2024-06-17 04:30:00,0
E75,C87465,view,2024-08-26 19:34:00,0
E450,C12908,export,2024-06-24 12:34:00,1
E79,C26638,view,2024-07-27 17:47:00,0
E15,C39947,export,2024-07-26 18:56:00,0
E315,C6761,view,2024-09-04 06:28:00,0
E371,C9777,edit,2024-09-08 12:11:00,0
E374,C96965,export,2024-06-20 03:32:00,1
E392,C95929,delete,2024-01-06 08:16:00,0
E361,C94915,export,2024-02-23 17:16:00,1
E306,C9342,view,2024-08-19 16:52:00,0
E290,C27554,view,2024-12-04 06:11:00,0
E452,C33034,view,2024-10-12 14:35:00,0
E351,C19447,edit,2024-12-03 15:27:00,0
E374,C98485,permission_change,2024-10-17 17:53:00,1
E449,C6235,edit,2024-06-12 22:11:00,0
E28,C27060,view,2024-02-27 08:14:00,0
E84,C61752,delete,2024-05-28 22:23:00,0
E252,C41288,edit,2024-10-31 11:33:00,0
E426,C34817,delete,2024-06-03 08:42:00,0
E115,C20070,export,2024-12-21 23:09:00,0
E442,C56423,delete,2024-02-10 02:41:00,0
E331,C57357,edit,2024-08-06 12:13:00,0
E89,C65489,delete,2024-12-06 03:12:00,0
E153,C2128,view,2024-07-31 19:53:00,0
E345,C25787,export,2024-02-08 00:49:00,0
E459,C71959,login,2024-01-30 11:12:00,0
E125,C33299,view,2024-05-16 08:28:00,0
E79,C15177,edit,2024-01-04 11:36:00,0
E88,C74984,delete,2024-03-11 15:40:00,0
E82,C24712,view,2024-07-15 00:07:00,0
E31,C63029,view,2024-09-02 12:30:00,0
E73,C47992,permission_change,2024-01-25 23:10:00,1
E450,C80685,permission_change,2024-01-28 14:19:00,1
E465,C9163,edit,2024-01-19 08:19:00,0
E32,C89214,view,2024-08-06 09:36:00,0
E267,C8664,view,2024-01-28 04:53:00,0
E9,C33179,edit,2024-05-15 11:37:00,0
E263,C33888,view,2024-10-12 05:53:00,0
E422,C92353,export,2024-10-15 22:50:00,0
E9,C14057,edit,2024-06-18 00:31:00,0
E409,C19750,delete,2024-08-29 15:55:00,0
E179,C20925,view,2024-05-26 00:49:00,0
E160,C48050,edit,2024-09-14 19:43:00,0
E201,C19920,delete,2024-12-12 04:46:00,0
E4,C45493,permission_change,2024-08-08 02:06:00,0
E115,C9392,edit,2024-12-08 11:32:00,0
E333,C47319,export,2024-02-29 13:07:00,0
E328,C51252,login,2024-10-31 12:20:00,0
E282,C98965,permission_change,2024-01-13 13:30:00,0
E68,C94907,export,2024-08-06 22:39:00,1
E485,C27396,edit,2024-04-29 15:29:00,0
E387,C33399,edit,2024-07-13 19:06:00,0
E375,C64263,login,2024-08-21 19:47:00,0
E394,C81729,export,2024-08-02 22:41:00,1
E481,C56583,export,2024-06-07 08:53:00,0
E447,C16345,login,2024-01-16 15:26:00,0
E486,C65860,edit,2024-04-19 04:56:00,0
E150,C16185,view,2024-01-06 20:40:00,0
E46,C22557,edit,2024-07-16 06:27:00,0
E214,C96874,edit,2024-09-28 00:05:00,0
E114,C140,view,2024-12-19 11:29:00,0
E250,C72739,edit,2024-11-19 03:08:00,0
E466,C63685,export,2024-03-04 17:30:00,0
E67,C76117,edit,2024-11-01 20:02:00,0
E456,C20847,delete,2024-02-09 17:52:00,0
E179,C71785,delete,2024-02-06 07:02:00,0
E332,C56463,view,2024-12-16 18:53:00,0
E445,C94701,login,2024-06-30 08:57:00,0
E362,C52745,delete,2024-09-05 10:37:00,0
E141,C97224,delete,2024-06-03 19:29:00,0
E380,C56152,view,2024-01-24 18:25:00,0
E463,C62044,edit,2024-09-16 23:14:00,0
E401,C1211,view,2024-05-04 04:11:00,0
E278,C64259,view,2024-07-04 13:17:00,0
E335,C1750,export,2024-07-03 08:02:00,0
E183,C84078,delete,2024-11-14 07:03:00,0
E147,C60176,export,2024-05-30 17:59:00,0
E386,C24610,view,2024-08-31 01:08:00,0
E237,C83458,export,2024-08-28 13:14:00,0
E448,C40334,view,2024-07-10 03:36:00,0
E297,C95589,view,2024-08-12 09:37:00,0
E113,C57377,export,2024-10-22 18:31:00,0
E293,C92499,edit,2024-01-12 01:37:00,0
E452,C5429,edit,2024-05-24 17:12:00,0
E24,C89904,delete,2024-04-29 12:11:00,0
E315,C95325,view,2024-11-02 08:44:00,0
E122,C6595,view,2024-05-15 22:36:00,0
E74,C16094,edit,2024-05-22 21:36:00,0
E381,C88200,delete,2024-05-06 13:52:00,0
