user_id,amount,timestamp,is_fraud
C95806,318.0,2010-03-29 10:44:00,1
C99386,17.7,2010-03-08 08:33:00,0
C99011,19.8,2010-01-17 12:42:00,0
C8178,12.5,2010-03-12 13:07:00,0
C27813,10.2,2010-05-11 10:42:00,0
C11555,15.0,2010-04-26 09:48:00,0
C32034,60.0,2010-09-13 11:20:00,0
C21174,2.25,2010-09-17 13:08:00,0
C76823,6.25,2010-11-14 11:50:00,0
C42903,39.6,2010-08-15 11:20:00,0
C70467,19.9,2010-09-19 13:43:00,0
C86833,5.9,2010-11-12 13:05:00,0
C74385,4.95,2010-10-07 19:03:00,0
C75513,5.9,2010-01-25 13:14:00,0
C40015,11.7,2010-05-10 13:21:00,0
C13119,22.5,2009-12-02 13:57:00,0
C48160,49.5,2010-11-09 13:50:00,0
C64231,2.5,2010-11-22 12:36:00,0
C57621,63.5,2010-06-23 13:14:00,0
C70961,1.65,2010-09-12 11:03:00,0
C89021,29.7,2010-10-28 09:59:00,0
C23931,4.25,2010-08-05 15:14:00,0
C41304,15.0,2009-12-08 14:56:00,0
C25147,17.88,2010-04-28 14:45:00,0
C35175,1.25,2010-10-07 15:01:00,0
C46257,17.7,2010-09-28 11:50:00,0
C46826,18.75,2010-05-17 12:57:00,0
C56035,4.2,2010-05-05 14:51:00,0
C94114,15.0,2010-02-10 13:04:00,0
C4322,30.6,2009-12-13 13:31:00,0
C62816,17.0,2010-09-13 12:23:00,0
C98270,31.6,2010-08-16 12:00:00,0
C98789,17.85,2010-03-19 10:07:00,0
C4804,14.85,2010-02-28 11:24:00,0
C32518,2.5,2010-08-11 16:44:00,0
C9163,15.0,2010-06-03 12:30:00,0
C42101,13.5,2010-10-26 08:49:00,0
C73656,1.65,2010-10-08 11:31:00,0
C80947,2.95,2010-11-22 13:59:00,0
C57848,6.36,2010-12-02 14:04:00,0
C23209,3.75,2010-11-28 13:40:00,0
C24951,9.95,2010-08-18 12:34:00,0
C71214,10.5,2010-11-12 12:10:00,0
C7324,20.4,2010-01-26 12:38:00,0
C7164,9.12,2010-08-23 10:41:00,0
C57538,1.9,2010-03-21 11:21:00,0
C51957,76.32,2010-04-23 14:01:00,0
C64231,2.5,2010-11-22 12:36:00,0
C58103,30.6,2010-05-09 15:34:00,0
C83093,17.7,2009-12-06 15:40:00,0
C92485,14.98,2010-05-04 12:51:00,0
C55989,15.3,2010-09-24 12:48:00,0
C98725,6.3,2009-12-16 09:37:00,0
C8135,10.2,2010-12-02 11:35:00,0
C14061,12.6,2010-07-25 13:35:00,0
C6761,8.5,2010-09-27 12:31:00,0
C17217,31.5,2010-03-23 12:24:00,0
C87481,25.5,2010-11-16 12:52:00,0
C81866,9.95,2010-01-19 13:23:00,0
C6722,0.21,2010-11-03 11:13:00,0
C66119,42.6,2010-04-19 10:48:00,0
C95734,3.75,2010-11-01 11:59:00,0
C8910,4.95,2010-09-19 12:15:00,0
C3912,15.0,2010-11-10 12:24:00,0
C19657,5.95,2010-12-08 12:36:00,0
C64988,5.9,2010-09-19 15:09:00,0
C35999,15.9,2010-12-08 10:36:00,0
C9163,81.12,2010-02-24 14:30:00,0
C92114,30.0,2010-08-29 10:38:00,0
C77593,6.75,2009-12-03 12:45:00,0
C82860,17.85,2010-06-30 11:56:00,0
C29048,3.75,2010-11-15 13:27:00,0
C81729,6.3,2010-11-23 15:07:00,0
C4999,11.7,2010-08-26 15:27:00,0
C81859,13.5,2010-08-11 11:39:00,0
C54698,2.95,2010-08-20 16:05:00,0
C11530,19.05,2010-10-10 10:49:00,0
C95325,22.5,2010-07-19 10:07:00,0
C55268,14.75,2010-09-16 18:09:00,0
C60001,22.5,2010-06-21 13:53:00,0
C12238,1.25,2010-11-28 15:25:00,0
C38566,24.95,2010-12-09 14:25:00,0
C54236,10.5,2010-11-10 12:21:00,0
C1422,5.1,2010-09-15 15:32:00,0
C30736,4.2,2010-10-17 11:58:00,0
C97996,8.85,2010-06-20 10:10:00,0
C97488,40.5,2010-03-29 15:34:00,0
C73186,10.2,2010-07-27 09:05:00,0
C65738,7.8,2010-06-10 10:38:00,0
C76654,1.25,2010-04-16 17:12:00,0
C63122,10.5,2010-04-01 14:51:00,0
C7171,23.1,2010-09-02 14:52:00,0
C86833,3.75,2010-07-29 16:35:00,0
C21536,12.5,2010-09-30 10:34:00,0
C35247,25.2,2010-03-12 15:17:00,0
C94243,17.85,2010-03-05 11:56:00,0
C73643,4.95,2010-11-25 15:01:00,0
C8780,12.5,2010-12-05 15:21:00,0
C57848,13.2,2010-09-22 11:40:00,0
C29764,8.5,2010-09-07 14:04:00,0
C4804,2.6,2010-02-05 15:24:00,0
C74538,2.55,2010-08-12 14:35:00,0
C85347,7.9,2010-02-25 13:17:00,0
C70961,2.5,2010-11-15 14:49:00,0
C67905,19.9,2010-12-05 16:24:00,0
C46291,14.85,2010-09-06 10:37:00,0
C63353,10.2,2010-01-25 14:40:00,0
C82861,7.65,2010-11-21 15:56:00,0
C53617,15.9,2010-11-25 16:33:00,0
C64231,5.04,2010-06-03 10:28:00,0
C82236,17.7,2010-08-25 11:07:00,0
C89203,1.25,2010-10-24 15:29:00,0
C91970,0.84,2010-10-31 12:32:00,0
C12693,12.6,2010-07-23 13:29:00,0
C88788,10.14,2010-02-25 19:08:00,0
C79377,6.25,2010-02-21 13:16:00,0
C53814,25.2,2010-11-05 10:52:00,0
C2222,3.3,2010-11-04 13:05:00,0
C4698,1.45,2010-01-06 13:56:00,0
C96300,19.8,2010-07-01 14:38:00,0
C29298,1.69,2009-12-06 11:27:00,0
C75877,2.55,2010-11-14 14:07:00,0
C27545,0.29,2010-01-25 12:50:00,0
C74258,10.2,2010-11-25 18:08:00,0
C24880,16.5,2010-02-03 14:36:00,0
C79409,8.25,2010-11-10 16:31:00,0
C85800,45.0,2010-09-01 13:39:00,0
C67306,19.8,2010-11-17 10:07:00,0
C58557,14.85,2010-10-10 14:18:00,0
C93714,13.5,2009-12-18 12:33:00,0
C60659,24.65,2010-09-19 14:51:00,0
C32717,7.65,2010-06-08 14:00:00,0
C90120,6.3,2010-06-18 12:03:00,0
C26542,6.5,2010-05-27 12:03:00,0
C64663,5.9,2010-03-24 16:22:00,0
C20048,1.25,2010-11-22 12:53:00,0
C1422,1.95,2010-05-18 16:09:00,0
C25170,9.9,2010-10-06 14:12:00,0
C55666,3.95,2010-10-24 12:36:00,0
C42388,7.5,2010-03-09 15:16:00,0
C8895,10.08,2010-02-23 15:27:00,0
C55436,2.55,2010-10-07 19:51:00,0
C58768,50.4,2010-03-25 13:43:00,0
C13132,0.95,2010-11-25 12:34:00,0
C44190,2.5,2010-08-22 16:05:00,0
C4804,3.48,2010-05-16 12:44:00,0
C82861,10.2,2010-09-13 16:15:00,0
C49109,30.0,2010-04-11 11:14:00,0
C67088,3.49,2010-04-20 13:43:00,0
C26929,165.0,2010-05-07 14:52:00,0
C25836,1.65,2010-11-21 14:10:00,0
C58103,15.0,2010-10-29 08:48:00,0
C4804,7.49,2010-06-04 14:32:00,0
C94701,0.85,2010-03-22 10:26:00,0
C22971,7.95,2010-10-10 13:31:00,0
C29185,43.8,2010-12-02 10:45:00,0
C73476,15.0,2010-02-25 12:21:00,0
C57540,17.85,2010-02-16 15:56:00,0
C72122,12.5,2010-03-17 14:23:00,0
C69782,10.2,2010-01-14 19:20:00,0
C70298,6.5,2010-09-22 12:24:00,0
C5327,17.7,2010-04-30 12:58:00,0
C67925,10.0,2010-12-02 12:50:00,0
C13741,20.28,2010-09-28 11:48:00,0
C89997,15.6,2010-02-14 14:35:00,0
C51908,0.65,2010-11-10 12:03:00,0
C65318,5.04,2010-10-13 13:08:00,0
C65318,19.5,2010-08-13 10:15:00,0
C79377,2.52,2010-11-29 14:13:00,0
C88610,152.64,2010-03-02 14:59:00,0
C48933,15.0,2010-03-07 13:28:00,0
C29348,25.2,2010-04-08 13:15:00,0
C33,6.8,2010-12-05 12:44:00,0
C66119,78.0,2010-02-18 13:38:00,0
C71541,0.84,2010-08-03 13:07:00,0
C99297,11.9,2010-11-22 10:59:00,0
C17017,27.0,2010-11-16 17:10:00,0
C42014,20.0,2010-02-01 11:30:00,0
C7633,4.2,2010-10-04 13:10:00,0
C5712,17.9,2010-11-07 15:01:00,0
C9472,3.3,2010-01-25 13:22:00,0
C99594,23.4,2010-12-01 13:24:00,0
C2603,2.2,2010-03-19 14:05:00,0
C79178,30.0,2009-12-02 10:52:00,0
C81095,14.85,2010-09-09 13:51:00,0
C45500,19.9,2010-05-19 15:10:00,0
C94580,15.0,2010-12-06 11:03:00,0
C79711,15.0,2010-06-03 15:39:00,0
C98867,4.75,2010-08-24 15:14:00,0
C23706,15.6,2010-11-12 09:39:00,0
C38566,6.75,2010-01-24 12:21:00,0
C27085,17.7,2010-11-10 15:17:00,0
C90223,14.85,2010-07-08 14:18:00,0
C93723,6.6,2010-03-25 10:24:00,0
C44190,2.55,2010-10-22 16:36:00,0
C6684,59.5,2010-01-11 11:31:00,0
C44808,13.2,2010-02-03 14:23:00,0
C79815,9.9,2010-01-26 16:26:00,0
C11530,1.65,2010-06-06 12:17:00,0
C43180,3.9,2010-04-26 12:51:00,0
C26542,1.95,2010-11-23 13:07:00,0
C96256,5.45,2009-12-10 19:35:00,0
C7633,2.95,2010-07-12 13:11:00,0
C27707,17.85,2010-01-24 12:31:00,0
C82539,18.0,2010-07-13 13:50:00,0
C10196,63.5,2010-04-29 18:34:00,0
C76654,1.1,2010-04-16 17:12:00,0
C74035,19.8,2010-08-23 14:12:00,0
C68128,102.0,2010-04-11 12:12:00,0
C25787,0.85,2010-06-07 12:37:00,0
C72385,35.4,2010-11-24 09:46:00,0
C91732,8.4,2010-04-25 12:34:00,0
C97619,197.1,2010-12-08 16:45:00,0
C95628,12.5,2010-03-19 13:01:00,0
C51694,10.4,2009-12-05 14:57:00,0
C17091,17.4,2010-07-19 16:18:00,0
C29536,49.5,2010-08-09 11:27:00,0
C8910,2.95,2010-10-26 16:47:00,0
C54716,2.1,2010-11-07 13:24:00,0
C57538,2.55,2010-07-07 14:32:00,0
C77808,14.85,2010-09-12 13:51:00,0
C75960,15.9,2010-10-12 10:44:00,0
C47393,1.25,2010-06-21 13:04:00,0
C6317,30.6,2010-06-21 11:38:00,0
C82731,15.0,2010-09-16 14:34:00,0
C85504,20.0,2010-03-03 11:53:00,0
C15365,4.2,2010-05-12 17:20:00,0
C22971,2.95,2010-07-18 13:22:00,0
C59134,12.9,2010-07-27 12:44:00,0
C6298,17.0,2010-03-31 14:31:00,0
C26894,2.1,2010-01-27 16:41:00,0
C29747,7.5,2010-10-27 14:01:00,0
C10975,18.6,2009-12-07 14:58:00,0
C9155,0.55,2010-12-07 15:39:00,0
C52745,10.9,2010-07-04 13:27:00,0
C69618,23.6,2010-12-05 10:03:00,0
C76605,17.7,2010-10-26 14:12:00,0
C79377,3.75,2010-11-21 16:08:00,0
C54698,15.8,2010-11-15 13:07:00,0
C48934,10.5,2010-01-13 14:59:00,0
C31233,14.4,2010-05-30 14:13:00,0
C58985,15.6,2009-12-13 13:39:00,0
C82054,10.2,2009-12-09 11:31:00,0
C45077,10.2,2009-12-03 16:12:00,0
C79377,3.38,2010-09-01 12:11:00,0
C24329,5.1,2010-03-16 12:13:00,0
C32252,34.8,2010-11-04 12:17:00,0
C96348,30.0,2010-09-28 18:23:00,0
C98417,2.1,2010-02-24 16:15:00,0
C2905,152.64,2010-05-28 10:36:00,0
C50505,20.4,2010-03-10 12:13:00,0
C60659,12.6,2010-06-20 15:32:00,0
C58986,25.2,2010-11-21 15:14:00,0
C79377,1.65,2010-01-17 16:01:00,0
C45320,11.7,2010-05-09 16:10:00,0
C64373,35.4,2010-08-11 14:20:00,0
C33081,15.0,2010-11-26 09:09:00,0
C72385,5.04,2010-10-14 15:49:00,0
C1013,29.95,2010-10-15 12:28:00,0
C73476,81.6,2010-02-25 12:21:00,0
C17755,3.3,2010-03-29 17:44:00,0
C8910,1.25,2010-04-18 15:48:00,0
C63287,35.4,2010-07-29 12:50:00,0
C56268,7.5,2010-08-05 19:22:00,0
C3546,5.95,2010-02-15 16:45:00,0
C42984,2.55,2010-10-20 13:09:00,0
C7164,13.5,2010-01-19 13:31:00,0
C43540,16.8,2010-01-29 14:37:00,0
C31824,15.0,2010-02-09 14:17:00,0
C38954,17.7,2010-09-08 15:30:00,0
C17380,10.2,2010-09-29 09:46:00,0
C50887,13.5,2010-11-05 13:56:00,0
C25384,9.9,2010-06-06 11:35:00,0
C37112,5.1,2010-03-21 15:03:00,0
C34191,13.92,2010-09-03 12:08:00,0
C63406,55.5,2010-02-18 18:20:00,0
C43483,8.5,2010-04-09 10:08:00,0
C24231,25.5,2010-07-26 11:05:00,0
C35282,7.5,2009-12-04 12:54:00,0
C60265,7.5,2010-08-22 12:12:00,0
C58557,13.5,2010-10-18 12:43:00,0
C86850,17.7,2010-09-30 17:18:00,0
C85307,17.7,2010-10-19 12:15:00,0
C63436,11.9,2010-11-04 16:28:00,0
C89866,13.2,2010-09-23 14:06:00,0
C47207,19.8,2010-11-09 10:31:00,0
C18579,5.04,2010-11-10 17:39:00,0
C71959,25.5,2010-09-02 15:05:00,0
C57848,4.32,2010-07-19 14:21:00,0
C63836,7.5,2010-04-13 11:38:00,0
C91291,5.04,2010-07-27 10:29:00,0
C6684,15.3,2010-04-27 11:54:00,0
C25038,6.6,2010-09-28 16:50:00,0
C40175,19.9,2010-11-04 09:59:00,0
C63348,10.2,2010-03-28 12:43:00,0
C91042,5.07,2010-07-04 12:34:00,0
C55832,12.6,2010-11-23 16:18:00,0
C26542,4.2,2010-05-02 14:53:00,0
C74538,62.1,2009-12-01 13:38:00,0
C59253,8.45,2010-10-04 12:07:00,0
C71959,16.5,2010-02-08 11:06:00,0
C31590,17.7,2010-08-17 14:36:00,0
C48319,5.04,2010-01-27 09:44:00,0
C37902,5.8,2010-06-01 15:05:00,0
C83866,1.7,2010-01-17 12:12:00,0
C74787,7.25,2010-03-08 13:48:00,0
C57257,3.9,2010-01-28 12:20:00,0
C54698,4.25,2010-09-05 12:22:00,0
C19375,0.55,2010-10-15 12:45:00,0
C74035,10.08,2010-10-19 16:38:00,0
C17319,30.0,2010-04-27 08:58:00,0
C73046,57.6,2010-04-07 14:36:00,0
C9163,9.9,2010-01-21 08:47:00,0
C55264,10.0,2010-02-15 10:12:00,0
C68128,102.0,2010-05-30 10:40:00,0
C91042,25.2,2010-02-12 14:46:00,0
C3891,14.98,2010-08-01 13:48:00,0
C63632,5.9,2010-08-22 13:40:00,0
C20694,7.95,2010-10-14 12:41:00,0
C70297,10.2,2010-04-14 15:10:00,0
C4733,5.04,2009-12-04 13:31:00,0
C57848,8.7,2010-04-20 11:24:00,0
C15889,39.0,2010-11-02 13:12:00,0
C90214,19.5,2010-06-28 12:58:00,0
C59219,10.08,2010-06-15 13:06:00,0
C32540,5.04,2010-01-11 12:29:00,0
C22258,7.65,2010-11-14 13:38:00,0
C32717,1.65,2010-08-18 15:47:00,0
C95628,47.7,2010-03-04 14:50:00,0
C86081,7.65,2010-02-03 13:34:00,0
C4698,13.5,2010-11-17 10:54:00,0
C39816,14.98,2010-08-01 12:02:00,0
C44554,9.95,2010-01-18 12:27:00,0
C43937,17.0,2010-06-16 12:54:00,0
C1183,3.38,2010-10-11 11:34:00,0
C71959,7.8,2010-11-19 11:37:00,0
C27891,3.75,2010-03-01 14:48:00,0
C67188,12.6,2010-11-12 11:33:00,0
C59726,9.95,2010-12-06 15:27:00,0
C14346,5.85,2010-07-26 11:39:00,0
C24597,16.5,2010-09-23 10:06:00,0
C42320,3.75,2010-10-03 13:47:00,0
C95628,7.49,2010-03-19 13:01:00,0
C99184,1.65,2010-08-02 12:42:00,0
C11663,2.55,2010-11-05 12:00:00,0
C7164,488.16,2010-07-09 09:46:00,1
C35247,19.5,2010-08-06 12:41:00,0
C35119,10.2,2010-11-21 11:30:00,0
C31824,6.96,2010-08-15 11:51:00,0
C95600,238.8,2010-10-24 13:21:00,0
C97110,7.8,2010-11-02 10:47:00,0
C71570,1.95,2010-03-14 12:05:00,0
C75727,7.25,2010-04-27 11:50:00,0
C89502,0.85,2010-08-08 10:57:00,0
C64581,1.65,2010-05-20 12:59:00,0
C56819,3.3,2010-10-24 11:42:00,0
C68509,7.95,2010-11-28 11:57:00,0
C79735,15.0,2010-09-21 13:37:00,0
C7976,17.0,2010-08-10 13:28:00,0
C79377,3.38,2010-09-19 15:40:00,0
C4709,72.0,2010-11-16 17:23:00,0
C27796,4.35,2010-05-09 10:47:00,0
C41371,9.95,2010-10-21 19:01:00,0
C72014,22.5,2010-01-14 10:01:00,0
C31890,39.9,2010-04-25 13:26:00,0
C7792,3.75,2010-11-02 15:48:00,0
C25875,2.1,2010-02-26 12:00:00,0
C18842,91.8,2010-10-14 19:46:00,0
C71171,4.95,2010-09-27 13:49:00,0
C97110,2.55,2010-02-01 13:25:00,0
C31311,11.8,2010-03-16 12:34:00,0
C54698,8.5,2010-11-04 16:03:00,0
C75513,7.5,2010-10-19 15:33:00,0
C80115,5.1,2010-09-24 14:33:00,0
C20068,30.0,2010-12-09 10:04:00,0
C62741,1.7,2010-05-21 14:24:00,0
C36101,5.8,2010-04-06 12:45:00,0
C88854,4.95,2010-07-16 13:17:00,0
C94117,68.0,2010-11-29 15:07:00,0
C57848,7.5,2010-07-05 10:42:00,0
C24712,3.9,2010-11-29 14:21:00,0
C89659,22.8,2010-11-10 09:19:00,0
C86304,5.95,2010-07-05 17:28:00,0
C40577,61.2,2010-03-03 16:21:00,0
C57538,5.04,2010-07-07 14:32:00,0
C80331,4.95,2010-08-03 14:23:00,0
C67199,15.9,2010-08-03 12:51:00,0
C74899,5.95,2010-08-27 12:18:00,0
C56649,136.0,2010-11-22 08:09:00,0
C6107,15.9,2010-11-30 09:46:00,0
C29321,305.28,2010-11-25 11:04:00,0
C91257,100.8,2010-11-12 13:17:00,0
C76379,15.0,2010-07-30 14:00:00,0
C99386,5.1,2010-06-21 13:18:00,0
C54786,5.9,2010-06-13 13:30:00,0
C27060,8.25,2010-11-03 14:22:00,0
C96263,16.5,2010-01-25 14:25:00,0
C87352,8.4,2010-05-27 16:54:00,0
C51990,2.94,2010-08-20 11:45:00,0
C76183,45.9,2010-07-16 12:30:00,0
C57050,13.92,2010-05-06 16:50:00,0
C17755,1.65,2010-10-24 13:00:00,0
C40669,15.0,2010-09-15 13:53:00,0
C76784,88.8,2010-11-09 11:06:00,0
C9009,11.9,2010-04-01 11:22:00,0
C28787,29.5,2010-05-16 14:41:00,0
C52384,2.55,2010-06-29 16:13:00,0
C83458,15.0,2010-05-25 11:46:00,0
C68128,2.55,2009-12-06 11:13:00,0
C64479,16.95,2010-04-01 14:52:00,0
C15435,17.7,2010-09-30 11:53:00,0
C20181,15.0,2010-08-04 12:22:00,0
C99812,11.9,2010-11-12 11:31:00,0
C88321,1.25,2010-02-08 16:23:00,0
C49763,5.04,2010-09-14 16:25:00,0
C48409,13.5,2009-12-10 19:53:00,0
C50505,5.85,2010-09-28 10:49:00,0
C84020,3.9,2010-02-28 14:34:00,0
C9163,10.5,2010-03-03 12:21:00,0
C97825,2.1,2010-11-02 12:37:00,0
C10755,3.25,2010-11-25 13:32:00,0
C92705,12.6,2010-02-24 13:04:00,0
C45820,13.2,2010-10-24 11:57:00,0
C56944,1.25,2010-10-07 12:51:00,0
C49763,2.55,2010-09-14 16:25:00,0
C25573,8.5,2010-11-04 13:04:00,0
C4322,13.6,2010-09-09 14:48:00,0
C54868,35.7,2010-06-18 10:39:00,0
C32022,25.5,2010-08-26 15:39:00,0
C99475,102.0,2010-10-20 12:25:00,0
C57538,10.0,2010-11-17 13:11:00,0
C68037,51.0,2010-07-27 16:56:00,0
C69810,29.7,2010-09-21 12:56:00,0
C51906,25.5,2010-08-18 14:43:00,0
C72213,8.5,2010-11-19 09:23:00,0
C27652,59.9,2010-10-15 10:24:00,0
C82997,15.0,2010-06-21 09:26:00,0
C54786,2.5,2010-07-11 11:35:00,0
C50779,10.5,2009-12-09 15:20:00,0
C81205,7.8,2009-12-01 13:19:00,0
C42521,67.5,2009-12-11 14:28:00,0
C15365,11.25,2010-03-15 14:01:00,0
C45741,40.5,2010-05-28 13:42:00,0
C91732,3.75,2010-04-25 12:34:00,0
C57538,7.5,2010-07-07 14:32:00,0
C75513,1.7,2010-10-19 15:33:00,0
C431,4.65,2010-04-21 17:24:00,0
C25836,3.38,2010-11-21 14:10:00,0
C2547,13.95,2010-01-11 08:49:00,0
C67220,15.0,2010-06-21 13:22:00,0
C49763,12.6,2010-02-05 13:35:00,0
C91320,11.8,2010-04-20 10:19:00,0
C79340,10.0,2010-10-06 13:53:00,0
C51935,13.92,2009-12-03 16:40:00,0
C98955,5.1,2010-03-11 13:46:00,0
C65318,17.0,2010-10-13 13:08:00,0
C29651,10.2,2010-01-19 11:20:00,0
C87972,13.5,2010-10-10 11:16:00,0
C88610,3.75,2010-01-27 14:03:00,0
C49763,17.0,2010-09-24 16:24:00,0
C97488,6.8,2010-05-23 15:43:00,0
C24231,17.7,2010-11-15 12:43:00,0
C15140,35.4,2010-11-16 14:01:00,0
C77367,15.0,2010-03-28 12:43:00,0
C63393,1.25,2010-07-02 14:46:00,0
C9163,15.9,2010-03-25 13:13:00,0
C67905,15.0,2010-12-05 16:24:00,0
C46234,13.5,2010-03-03 11:57:00,0
C70845,19.5,2010-06-28 16:42:00,0
C42272,17.7,2010-07-12 10:26:00,0
C29655,1413.72,2010-11-10 11:28:00,1
C94992,0.85,2010-08-22 16:08:00,0
C84685,15.0,2009-12-10 19:35:00,0
C17381,297.0,2010-11-09 10:07:00,0
C18579,3.75,2010-04-13 13:21:00,0
C83147,15.0,2010-01-21 13:48:00,0
C60659,5.9,2010-01-31 11:54:00,0
C4322,46.8,2010-01-08 13:19:00,0
C56252,20.4,2010-10-10 15:44:00,0
C38954,4.35,2010-05-30 11:02:00,0
C38376,6.25,2010-08-24 12:55:00,0
C30743,12.6,2010-11-16 15:58:00,0
C43560,54.24,2010-08-31 10:47:00,0
C11457,5.0,2010-10-17 12:03:00,0
C36148,6.3,2010-10-06 12:30:00,0
C78563,17.7,2010-03-02 16:33:00,0
C60384,1.26,2010-09-12 12:41:00,0
C72385,15.3,2010-09-20 13:37:00,0
C10365,2.6,2010-11-21 13:57:00,0
C33914,35.7,2010-09-13 14:33:00,0
C88975,12.75,2010-01-08 10:30:00,0
C68261,74.4,2010-10-20 15:36:00,0
C24025,7.5,2010-06-07 13:53:00,0
C11444,15.3,2010-06-17 08:20:00,0
C17370,7.49,2010-02-24 13:48:00,0
C6107,10.2,2009-12-05 12:42:00,0
C15954,10.5,2010-06-14 08:48:00,0
C34956,7.5,2009-12-03 17:46:00,0
C59859,2.5,2010-11-12 12:32:00,0
C29388,6.6,2010-02-05 14:57:00,0
C73476,10.35,2010-02-25 12:21:00,0
C76574,51.0,2010-10-18 13:33:00,0
C61318,2.1,2010-01-12 15:48:00,0
C8406,21.0,2010-01-28 12:06:00,0
C13227,15.0,2010-10-08 12:14:00,0
C31361,15.0,2010-10-05 14:19:00,0
C69618,4.95,2010-01-08 12:22:00,0
C19657,3.3,2010-12-08 12:36:00,0
C11530,35.4,2010-11-07 10:59:00,0
C69618,3.95,2010-10-24 10:33:00,0
C66067,19.5,2010-11-07 15:50:00,0
C12310,3.4,2010-05-09 16:03:00,0
C67058,1.3,2010-12-01 12:54:00,0
C58768,4.2,2010-01-10 12:43:00,0
C75606,0.85,2010-10-26 12:54:00,0
C97028,5.9,2010-08-31 16:11:00,0
C95282,8.5,2010-10-26 18:51:00,0
C20068,5.04,2010-03-04 12:41:00,0
C60265,2.75,2010-04-11 12:45:00,0
C70857,4.75,2010-10-20 14:42:00,0
C6684,63.5,2010-02-11 08:51:00,0
C81879,18.24,2010-09-21 09:19:00,0
C32518,2.5,2010-11-28 13:40:00,0
C36101,0.21,2010-03-21 11:07:00,0
C56801,33.6,2010-01-14 13:36:00,0
C68883,23.8,2010-11-24 11:21:00,0
C55723,30.6,2010-07-25 12:10:00,0
C26894,5.45,2010-08-13 13:45:00,0
C38376,0.42,2010-02-08 16:06:00,0
C98417,7.8,2010-01-20 11:49:00,0
C68128,10.5,2010-05-05 12:31:00,0
C32014,17.85,2010-01-08 16:29:00,0
C7633,5.85,2010-04-16 12:28:00,0
C55082,20.4,2010-07-18 13:42:00,0
C95628,25.5,2010-04-29 13:50:00,0
C8652,1.25,2010-03-21 14:16:00,0
C24610,17.4,2010-05-26 12:33:00,0
C86963,15.9,2010-06-10 10:43:00,0
C12790,9.9,2010-01-25 15:42:00,0
C36101,1.25,2010-06-06 12:07:00,0
C99127,15.0,2010-10-27 16:41:00,0
C34136,17.7,2010-08-20 12:01:00,0
C40852,8.75,2010-05-20 18:21:00,0
C51010,15.9,2010-11-21 10:49:00,0
C54049,22.5,2010-01-31 14:42:00,0
C9163,17.85,2010-03-25 13:13:00,0
C70961,5.9,2009-12-06 15:51:00,0
C97334,5.04,2010-11-02 12:35:00,0
C67476,6.75,2010-01-22 12:46:00,0
C29655,432.0,2009-12-11 11:22:00,1
C38954,6.3,2010-11-24 10:25:00,0
C7164,17.4,2010-10-26 08:11:00,0
C37721,19.5,2010-09-09 20:00:00,0
C83971,9.95,2010-11-23 13:36:00,0
C42940,2.95,2010-11-08 15:23:00,0
C58557,3.75,2010-02-11 10:01:00,0
C35824,7.8,2010-06-09 08:41:00,0
C82613,14.85,2010-08-18 17:41:00,0
C53070,13.2,2010-10-11 12:07:00,0
C79377,1.7,2009-12-08 17:10:00,0
C90626,54.08,2010-11-11 12:03:00,0
C39618,25.5,2010-06-14 12:41:00,0
